uniprot_id,string_id,id
P98194,9606.ENSP00000421326,748
O75185,9606.ENSP00000397925,749
P20020,9606.ENSP00000392043,750
Q01814,9606.ENSP00000353414,751
Q16720,9606.ENSP00000263519,752
P23634,9606.ENSP00000350310,753
O14983,9606.ENSP00000349595,754
P16615,9606.ENSP00000440045,755
Q92736,9606.ENSP00000355533,756
P11137,9606.ENSP00000353508,757
P08253,9606.ENSP00000219070,758
P09960,9606.ENSP00000228740,759
Q7L0J3,9606.ENSP00000358142,760
Q9H4B7,9606.ENSP00000217133,761
P27816,9606.ENSP00000353375,762
P51843,9606.ENSP00000368253,763
Q16647,9606.ENSP00000244043,764
Q9Y6L6,9606.ENSP00000256958,765
Q8TCC7,9606.ENSP00000337335,766
O94956,9606.ENSP00000289575,767
Q9NPD5,9606.ENSP00000261196,768
P51580,9606.ENSP00000312304,769
P01579,9606.ENSP00000229135,770
P12931,9606.ENSP00000362680,771
P29317,9606.ENSP00000351209,772
P06239,9606.ENSP00000477713,773
P51692,9606.ENSP00000293328,774
P42684,9606.ENSP00000427562,775
P06241,9606.ENSP00000346671,776
Q06187,9606.ENSP00000483570,777
Q92570,9606.ENSP00000482027,778
P41240,9606.ENSP00000220003,779
P54756,9606.ENSP00000480763,780
P54760,9606.ENSP00000350896,781
P11142,9606.ENSP00000437125,782
P07948,9606.ENSP00000428924,783
Q9NYL2,9606.ENSP00000364361,784
P04626,9606.ENSP00000269571,785
Q9UBC3,9606.ENSP00000328547,786
P27169,9606.ENSP00000222381,787
P40933,9606.ENSP00000296545,788
P49841,9606.ENSP00000324806,789
P29218,9606.ENSP00000408526,790
O14732,9606.ENSP00000269159,791
P13500,9606.ENSP00000225831,792
Q9HAB3,9606.ENSP00000496184,793
Q9BY41,9606.ENSP00000362674,794
O15379,9606.ENSP00000302967,795
Q9UBN7,9606.ENSP00000365804,796
P39023,9606.ENSP00000346001,797
P30411,9606.ENSP00000450482,798
Q04609,9606.ENSP00000256999,799
Q02763,9606.ENSP00000369375,800
Q16832,9606.ENSP00000356899,801
P22607,9606.ENSP00000339824,802
P22455,9606.ENSP00000292408,803
P31639,9606.ENSP00000327943,804
Q96LZ3,9606.ENSP00000498330,805
Q9Y5K3,9606.ENSP00000368439,806
Q54873,,807
P24300,,808
O75936,9606.ENSP00000263182,809
Q32P28,9606.ENSP00000236040,810
P13674,9606.ENSP00000263556,811
Q6N063,9606.ENSP00000228922,812
Q6NS38,9606.ENSP00000398181,813
Q9NVH6,9606.ENSP00000335261,814
Q08828,9606.ENSP00000297323,815
O43741,9606.ENSP00000254101,816
P54619,9606.ENSP00000323867,817
Q969G6,9606.ENSP00000365926,818
P0AFU8,,819
P30043,9606.ENSP00000263368,820
O60513,9606.ENSP00000420161,821
Q9UJ70,9606.ENSP00000477639,822
Q9UK23,9606.ENSP00000310998,823
Q06432,9606.ENSP00000226021,824
O60359,9606.ENSP00000005284,825
Q9UBN1,9606.ENSP00000262138,826
P62955,9606.ENSP00000375647,827
Q8WXS5,9606.ENSP00000270458,828
Q7Z3S7,9606.ENSP00000372169,829
Q02641,9606.ENSP00000377840,830
Q08289,9606.ENSP00000320025,831
P54284,9606.ENSP00000301050,832
P41439,9606.ENSP00000481114,833
Q9Y697,9606.ENSP00000363205,834
Q8IUZ5,9606.ENSP00000310978,835
Q9BTZ2,9606.ENSP00000326219,836
Q8NBN7,9606.ENSP00000391121,837
Q6NUM9,9606.ENSP00000295802,838
Q9HBH5,9606.ENSP00000370648,839
Q9NYR8,9606.ENSP00000498711,840
Q9UDX3,9606.ENSP00000255858,841
P62714,9606.ENSP00000221138,842
P18825,9606.ENSP00000386069,843
Q99870,,844
P78334,9606.ENSP00000359353,845
Q8N1C3,9606.ENSP00000295452,846
O00591,9606.ENSP00000430100,847
Q693P7,,848
Q8TCU5,9606.ENSP00000355155,849
O43193,9606.ENSP00000218721,850
P20061,9606.ENSP00000257264,851
P51160,9606.ENSP00000360502,852
Q13956,9606.ENSP00000266395,853
Q14500,9606.ENSP00000463778,854
P30939,9606.ENSP00000322924,855
P43700,,856
P43702,,857
P56282,9606.ENSP00000216367,858
P9WJI5,,859
P28566,9606.ENSP00000307766,860
P08912,9606.ENSP00000372750,861
Q8WXA8,9606.ENSP00000322617,862
Q70Z44,9606.ENSP00000371929,863
A5X5Y0,9606.ENSP00000406050,864
P47898,9606.ENSP00000287907,865
P10613,,866
Q16478,9606.ENSP00000301218,867
Q99829,9606.ENSP00000317257,868
Q9Y4R7,9606.ENSP00000392549,869
O00180,9606.ENSP00000355580,870
Q9Y257,9606.ENSP00000263372,871
P08909,,872
Q9NYX4,9606.ENSP00000252939,873
P0DJD9,9606.ENSP00000309542,874
P00720,,875
A0A024R8I1,,876
P19099,9606.ENSP00000325822,877
Q89ZI2,,878
P0ABQ4,,879
H3BUU9,9606.ENSP00000268603,880
Q8TET4,9606.ENSP00000326227,881
Q5T1J1,9606.ENSP00000277010,882
Q6V0L0,9606.ENSP00000498424,883
P08149,,884
Q60FT7,,885
P53608,,886
P0AES4,,887
P0C1U9,,888
Q59192,,889
P05653,,890
C3T8E2,,891
B4YQT9,,892
P20831,,893
P66010,,894
P00582,,895
Q9UJT1,9606.ENSP00000320797,896
Q9UJT0,9606.ENSP00000357651,897
Q8N8R3,9606.ENSP00000352167,898
Q9UKG9,9606.ENSP00000413575,899
P09210,9606.ENSP00000420168,900
Q8MU52,,901
O43519,,902
Q9F0I5,,903
Q96P88,,904
A9X444,,905
Q9Y691,9606.ENSP00000407592,906
Q9NPA1,9606.ENSP00000319370,907
Q92952,9606.ENSP00000476519,908
P02359,,909
P0AG59,,910
P0A7V3,,911
P0A7W7,,912
P0A7U3,,913
C9EH48,,914
Q969P6,9606.ENSP00000328835,915
Q9UGI5,,916
P04293,,917
P09252,,918
P03176,,919
Q51911,,920
P98066,9606.ENSP00000243347,921
P10696,9606.ENSP00000295453,922
Q23022,,923
Q9N587,,924
Q27218,,925
P48181,,926
Q14181,9606.ENSP00000265465,927
Q8WYK2,9606.ENSP00000267569,928
Q9UP95,9606.ENSP00000395983,929
Q9GZZ6,9606.ENSP00000250699,930
Q9UGM1,9606.ENSP00000312663,931
Q15825,9606.ENSP00000276410,932
Q92806,9606.ENSP00000357067,933
Q9Y2D0,9606.ENSP00000314099,934
P23280,9606.ENSP00000366654,935
P21430,,936
Q8TD08,9606.ENSP00000337691,937
P0A7X3,,938
P0A7V8,,939
P33402,9606.ENSP00000282249,940
P02585,9606.ENSP00000361636,941
P50859,,942
P12268,9606.ENSP00000321584,943
Q5JXX5,9606.ENSP00000361700,944
P0A8V2,,945
Q4ZHU6,,946
Q92753,9606.ENSP00000366093,947
Q15391,9606.ENSP00000308361,948
O00398,9606.ENSP00000171757,949
Q16322,9606.ENSP00000358786,950
Q92953,9606.ENSP00000430846,951
Q9NSA2,9606.ENSP00000218176,952
Q9UJ90,9606.ENSP00000361173,953
Q9H3M0,9606.ENSP00000295082,954
Q9UIX4,9606.ENSP00000360626,955
Q9UJ96,9606.ENSP00000315654,956
Q8TAE7,9606.ENSP00000304127,957
Q8TDN1,9606.ENSP00000312129,958
Q96KK3,9606.ENSP00000445595,959
Q6PIU1,9606.ENSP00000435954,960
Q72874,,961
P07098,9606.ENSP00000377900,962
P12461,,963
Q7RTT9,9606.ENSP00000380081,964
O95665,9606.ENSP00000303686,965
Q9UNX9,9606.ENSP00000375756,966
Q93050,9606.ENSP00000264649,967
P27449,9606.ENSP00000329757,968
Q99437,9606.ENSP00000434729,969
P21283,9606.ENSP00000430282,970
Q8NEY4,9606.ENSP00000272238,971
Q9Y5K8,9606.ENSP00000216442,972
P61421,9606.ENSP00000290949,973
O15342,9606.ENSP00000429690,974
Q96A05,9606.ENSP00000304891,975
Q8NHE4,9606.ENSP00000411672,976
Q16864,9606.ENSP00000417378,977
Q96LB4,9606.ENSP00000417171,978
Q15904,9606.ENSP00000358777,979
O95298,9606.ENSP00000281031,980
P78559,9606.ENSP00000300231,981
P07947,9606.ENSP00000462468,982
P09769,9606.ENSP00000363117,983
P42685,9606.ENSP00000476145,984
P33673,,985
P02918,,986
P02919,,987
P76577,,988
P0AD65,,989
P0AD68,,990
O67135,,991
P20276,,992
